protein,pvalue,log2FC,adj_pvalue
PPP1R18,0.04462394914221277,0.8921711835144848,0.1585496920583025
HLA-A,3.3363993769094485e-06,1.515615641167976,0.0004844451895272519
HSPA1A;HSPA1B,0.5171492504954993,0.044888508707778385,0.7023685390119829
GBA,0.14647142520882653,0.9684834991386069,0.32420199604148797
SCRIB,0.9143354759411033,-0.01224160067161506,0.9537070254123594
PUF60,0.10802328579318365,-0.1758715089546179,0.26755482794781105
A0A0J9YXC7;C9JF46;P0CW19;P0CW20;F8WC86,0.08881887682094901,1.2186883509176418,0.23742167387830365
PON2,0.02516159191793375,0.2710993313970249,0.11356454656129968
ELAVL4,0.2730582117531963,0.33363862376567965,0.47554074077785424
TPM1,0.7945868648688321,0.10346595867776998,0.8879477638195569
GATAD2B,0.013863824842066379,-0.518902042776844,0.08318294905239827
ENAH,0.7342451963254355,0.0473737499237501,0.8529153365261547
ADSL,0.003603488795551772,-0.4364919592102865,0.036167735468717786
ASAH1,0.28537965342599275,0.34937010731107776,0.49097823376215954
PXN,0.0004033050427201587,1.8702292007144727,0.008611748853377506
TJP2,0.055900771702636715,-0.580699431528565,0.1815979029491633
CTSD,0.006866214073320588,0.42119186025546185,0.054436394157911246
CPT2,0.9988714660661615,0.0004227600096733397,0.9993265315740866
ALDH7A1,0.1639995043488087,-0.18656585298350947,0.347461984894655
DCX,0.006301290215037545,-1.814121526006943,0.05227820025025893
DPYSL2,0.3701570561872383,-0.10673820674871948,0.5745637686330789
A0A1W2PNV4;E9PF58;F8WFD3,0.02458091734491207,0.3982036829364546,0.11176876404429746
UNC45A,0.5375317807300288,0.14526311401966652,0.7173362030264657
ME2,0.36420915256258984,0.05765215046325167,0.5690247490820869
SCARB2,0.1740939039082821,0.2240530261624265,0.3631959029810713
TCEA1,0.02371132590066657,-0.2772096272777276,0.11108447059679005
DDX17,0.3756355801003335,-0.11220542327940919,0.5798258635425417
PHGDH,0.079178569741185,-0.2145703479125629,0.2228048125275206
RRM2,0.13370181369736403,-0.25942651581141263,0.30583291232745835
PPT1,0.022184330918972414,-0.2362078576538451,0.10689706358743788
OPA1,0.02656902734540815,0.1650124665509587,0.11761654788272144
SMARCA4,0.11565961245643054,-0.6703807299246272,0.2785887342477964
CTNNB1,1.470258053103192e-05,0.46795516843092955,0.0013342591831911467
CSNK2A1;CSNK2A3,0.539546175300829,-0.11042138674402224,0.7186248480925292
ATXN2,0.15577587221042055,0.4207682931023591,0.3396194691434394
POLR1C,0.5082243993206543,0.05718113249836776,0.6964108325329353
HARS2,0.7068396237652919,-0.12182553112064909,0.8348680588724542
RDX,0.1717192029142779,0.8648123642853207,0.35892938958473825
RPL5,0.75261104958409,0.037447619273919486,0.8627299294706042
SUCLA2,0.07261493159069113,0.6633370196106156,0.2086481807447563
RPS14,0.49291571838365,-0.06722155133233088,0.6833675586502799
RPS29,0.04410871904620828,0.49335225033869534,0.15723206232838238
SMARCE1,0.028830387938974716,-0.3086249902638798,0.12098763955893437
PFKM,0.26191153156462466,-0.1349207361349869,0.46291513352436076
TPP1,0.7259227917093484,0.2373313294477839,0.8468451206978901
VPS45,0.4081789464227291,-0.2278677369196913,0.6114262347377607
BLVRB,0.002872697005715799,1.578038905685073,0.03164979851776439
VPS33A,0.8260753629548729,0.041381194486408646,0.9076079518857464
SEC23B,0.5881376480912293,0.09514264236664616,0.7520793403837764
EEF1A2,0.3738289825250555,-0.27510144285849236,0.5774464708791283
CD59,0.0331949941139239,1.923522206376287,0.12956755767047715
HMBS,0.5620432721972088,0.31135008859808977,0.7338383209835391
SSR1,0.2911509033185692,1.0194523770206487,0.49627010923221354
HEBP1,0.132911984724005,0.6860967333708956,0.30503930740662055
